asset_id;asset_type;feeder_id;ilce;yas_2025;ariza_sayisi_5yil;agac_yogunlugu_skoru;kiyi_mesafesi_km;yuklenme_orani;fider_abone_sayisi;fider_kritik_musteri;toplam_kayip_kWh;Kirilganlik_Puan;Etki_Puan;Risk_Skoru;Risk_Kategorisi
MRS-F-108-D0329;DIREK;MRS-F-108;Mut;19,0;1;0,55;48;53,2%;2859;0;7481,7;33,12;13,82;4,58;Dü?ük
MRS-F-118-D0116;DIREK;MRS-F-118;Gulnar;19,0;1;0,49;3;50,9%;2557;0;3649,8;41,52;11,02;4,58;Dü?ük
MRS-F-066-D0228;DIREK;MRS-F-066;Tarsus;32,0;0;0,61;14;52,6%;2783;0;0;42,55;10,75;4,57;Dü?ük
MRS-F-066-D0203;DIREK;MRS-F-066;Tarsus;32,0;0;0,61;14;52,6%;2783;0;0;42,55;10,75;4,57;Dü?ük
MRS-F-066-D0291;DIREK;MRS-F-066;Tarsus;32,0;0;0,61;14;52,6%;2783;0;0;42,55;10,75;4,57;Dü?ük
MRS-F-063-D0076;DIREK;MRS-F-063;Tarsus;19,0;1;0,9;14;36,2%;630;1;2295,2;39,61;11,55;4,57;Dü?ük
MRS-F-077-D0233;DIREK;MRS-F-077;Erdemli;41,0;1;0,8;2;51,4%;1754;0;5303,8;58,07;7,88;4,57;Dü?ük
MRS-F-083-D0113;DIREK;MRS-F-083;Silifke;22,0;0;0,44;3;40,5%;1198;1;0;34,22;13,36;4,57;Dü?ük
MRS-F-083-D0300;DIREK;MRS-F-083;Silifke;22,0;0;0,44;3;40,5%;1198;1;0;34,22;13,36;4,57;Dü?ük
MRS-F-103-D0152;DIREK;MRS-F-103;Anamur;27,7;0;0,65;2;36,3%;854;1;0;38,88;11,76;4,57;Dü?ük
MRS-F-090-D0248;DIREK;MRS-F-090;Silifke;17,0;1;0,83;3;38,4%;617;1;1646,6;40,62;11,25;4,57;Dü?ük
MRS-F-087-D0001;DIREK;MRS-F-087;Silifke;17,0;0;0,67;3;44,7%;1166;1;0;34,59;13,22;4,57;Dü?ük
MRS-F-083-D0199;DIREK;MRS-F-083;Silifke;25,0;0;0,26;3;40,5%;1198;1;0;34,20;13,36;4,57;Dü?ük
MRS-F-117-D0122;DIREK;MRS-F-117;Gulnar;25,0;0;0,42;3;39,6%;1086;1;0;35,59;12,84;4,57;Dü?ük
MRS-F-063-D0090;DIREK;MRS-F-063;Tarsus;33,0;0;0,97;14;36,2%;630;1;0;42,64;10,72;4,57;Dü?ük
MRS-F-105-D0222;DIREK;MRS-F-105;Anamur;32,0;0;0,74;2;51,2%;2604;0;0;46,06;9,92;4,57;Dü?ük
MRS-F-090-D0144;DIREK;MRS-F-090;Silifke;30,0;0;0,88;3;38,4%;617;1;0;42,86;10,66;4,57;Dü?ük
MRS-F-103-D0146;DIREK;MRS-F-103;Anamur;29,0;0;0,57;2;36,3%;854;1;0;38,84;11,76;4,57;Dü?ük
MRS-F-090-D0108;DIREK;MRS-F-090;Silifke;31,0;0;0,82;3;38,4%;617;1;0;42,86;10,66;4,57;Dü?ük
MRS-F-090-D0237;DIREK;MRS-F-090;Silifke;33,0;0;0,7;3;38,4%;617;1;0;42,85;10,66;4,57;Dü?ük
MRS-F-090-D0042;DIREK;MRS-F-090;Silifke;34,0;0;0,64;3;38,4%;617;1;0;42,84;10,66;4,57;Dü?ük
MRS-F-114-D0013;DIREK;MRS-F-114;Mut;34,0;0;0,89;48;39,4%;1051;1;0;36,01;12,68;4,57;Dü?ük
MRS-F-041-D0038;DIREK;MRS-F-041;Mezitli;30,0;0;0,61;1;37,2%;762;1;0;40,28;11,33;4,56;Dü?ük
MRS-F-041-D0096;DIREK;MRS-F-041;Mezitli;30,0;0;0,61;1;37,2%;762;1;0;40,28;11,33;4,56;Dü?ük
MRS-F-024-D0104;DIREK;MRS-F-024;Toroslar;8,0;0;0,45;1;42,6%;1966;1;0;26,94;16,94;4,56;Dü?ük
MRS-F-066-D0353;DIREK;MRS-F-066;Tarsus;32,0;0;0,6;14;52,6%;2783;0;0;42,45;10,75;4,56;Dü?ük
MRS-F-024-D0051;DIREK;MRS-F-024;Toroslar;9,0;0;0,39;1;42,6%;1966;1;0;26,93;16,94;4,56;Dü?ük
MRS-F-095-D0076;DIREK;MRS-F-095;Bozyazi;11,0;0;0,57;2;40,9%;1673;1;0;29,29;15,58;4,56;Dü?ük
MRS-F-091-D0212;DIREK;MRS-F-091;Silifke;32,0;2;0,67;3;52,2%;1819;0;4670,3;57,39;7,95;4,56;Dü?ük
MRS-F-118-D0069;DIREK;MRS-F-118;Gulnar;40,0;0;0,39;3;50,9%;2557;0;0;47,02;9,70;4,56;Dü?ük
MRS-F-116-D0141;DIREK;MRS-F-116;Gulnar;19,0;0;0,46;3;39,1%;1360;1;0;32,29;14,12;4,56;Dü?ük
MRS-F-085-D0064;DIREK;MRS-F-085;Silifke;38,0;0;0,71;3;35,2%;499;1;0;45,11;10,11;4,56;Dü?ük
MRS-F-094-D0102;DIREK;MRS-F-094;Aydincik;35,0;0;0,92;2;35,0%;476;1;0;45,59;10,00;4,56;Dü?ük
MRS-F-070-D0212;DIREK;MRS-F-070;Erdemli;14,0;0;0,56;2;40,0%;1512;1;0;30,75;14,83;4,56;Dü?ük
MRS-F-117-D0107;DIREK;MRS-F-117;Gulnar;23,0;0;0,53;3;39,6%;1086;1;0;35,50;12,84;4,56;Dü?ük
MRS-F-105-D0229;DIREK;MRS-F-105;Anamur;30,0;0;0,85;2;51,2%;2604;0;0;45,97;9,92;4,56;Dü?ük
MRS-F-063-D0161;DIREK;MRS-F-063;Tarsus;35,0;0;0,84;14;36,2%;630;1;0;42,53;10,72;4,56;Dü?ük
MRS-F-105-D0067;DIREK;MRS-F-105;Anamur;33,0;0;0,67;2;51,2%;2604;0;0;45,96;9,92;4,56;Dü?ük
MRS-F-083-D0166;DIREK;MRS-F-083;Silifke;26,0;0;0,19;3;40,5%;1198;1;0;34,10;13,36;4,56;Dü?ük
MRS-F-083-D0088;DIREK;MRS-F-083;Silifke;26,0;0;0,19;3;40,5%;1198;1;0;34,10;13,36;4,56;Dü?ük
MRS-F-083-D0159;DIREK;MRS-F-083;Silifke;26,0;0;0,19;3;40,5%;1198;1;0;34,10;13,36;4,56;Dü?ük
MRS-F-105-T015;DAGITIM_TRAFOSU;MRS-F-105;Anamur;34,0;0;0,61;2;51,2%;2604;0;0;45,95;9,92;4,56;Dü?ük
MRS-F-063-D0152;DIREK;MRS-F-063;Tarsus;38,0;0;0,66;14;36,2%;630;1;0;42,52;10,72;4,56;Dü?ük
MRS-F-103-D0154;DIREK;MRS-F-103;Anamur;29,0;0;0,56;2;36,3%;854;1;0;38,74;11,76;4,56;Dü?ük
MRS-F-103-D0158;DIREK;MRS-F-103;Anamur;29,0;0;0,56;2;36,3%;854;1;0;38,74;11,76;4,56;Dü?ük
MRS-F-081-D0001;DIREK;MRS-F-081;Silifke;31,0;1;0,54;3;47,8%;2155;0;4381;48,40;9,41;4,56;Dü?ük
MRS-F-066-D0372;DIREK;MRS-F-066;Tarsus;29,0;0;0,77;14;52,6%;2783;0;0;42,37;10,75;4,55;Dü?ük
MRS-F-114-D0025;DIREK;MRS-F-114;Mut;32,0;0;1;48;39,4%;1051;1;0;35,92;12,68;4,55;Dü?ük
MRS-F-067-T005;DAGITIM_TRAFOSU;MRS-F-067;Camliyayla;8,0;0;0,46;32;51,5%;2641;1;0;22,66;20,09;4,55;Dü?ük
MRS-F-066-D0337;DIREK;MRS-F-066;Tarsus;16,0;1;0,78;14;52,6%;2783;0;1159,5;40,73;11,17;4,55;Dü?ük
MRS-F-085-D0008;DIREK;MRS-F-085;Silifke;37,0;0;0,76;3;35,2%;499;1;0;45,02;10,11;4,55;Dü?ük
MRS-F-118-D0067;DIREK;MRS-F-118;Gulnar;18,0;1;0,27;3;50,9%;2557;0;5656,1;38,73;11,75;4,55;Dü?ük
MRS-F-105-D0033;DIREK;MRS-F-105;Anamur;30,0;0;0,84;2;51,2%;2604;0;0;45,87;9,92;4,55;Dü?ük
MRS-F-085-D0210;DIREK;MRS-F-085;Silifke;26,0;1;0,69;3;35,2%;499;1;789,9;43,77;10,39;4,55;Dü?ük
MRS-F-063-D0310;DIREK;MRS-F-063;Tarsus;34,0;0;0,89;14;36,2%;630;1;0;42,44;10,72;4,55;Dü?ük
MRS-F-116-D0215;DIREK;MRS-F-116;Gulnar;16,0;0;0,63;3;39,1%;1360;1;0;32,21;14,12;4,55;Dü?ük
MRS-F-116-D0154;DIREK;MRS-F-116;Gulnar;16,0;0;0,63;3;39,1%;1360;1;0;32,21;14,12;4,55;Dü?ük
MRS-F-117-D0224;DIREK;MRS-F-117;Gulnar;22,0;0;0,58;3;39,6%;1086;1;0;35,41;12,84;4,55;Dü?ük
MRS-F-095-D0166;DIREK;MRS-F-095;Bozyazi;12,0;0;0,5;2;40,9%;1673;1;0;29,19;15,58;4,55;Dü?ük
MRS-F-112-D0011;DIREK;MRS-F-112;Mut;14,0;0;0,34;48;48,5%;3001;1;0;20,89;21,77;4,55;Dü?ük
MRS-F-090-D0260;DIREK;MRS-F-090;Silifke;30,0;0;0,86;3;38,4%;617;1;0;42,66;10,66;4,55;Dü?ük
MRS-F-117-D0031;DIREK;MRS-F-117;Gulnar;24,0;0;0,46;3;39,6%;1086;1;0;35,40;12,84;4,55;Dü?ük
MRS-F-066-D0330;DIREK;MRS-F-066;Tarsus;19,0;1;0,57;14;52,6%;2783;0;1370,7;40,41;11,25;4,55;Dü?ük
MRS-F-103-D0327;DIREK;MRS-F-103;Anamur;27,0;0;0,67;2;36,3%;854;1;0;38,65;11,76;4,55;Dü?ük
MRS-F-103-D0275;DIREK;MRS-F-103;Anamur;27,0;0;0,67;2;36,3%;854;1;0;38,65;11,76;4,55;Dü?ük
MRS-F-083-D0101;DIREK;MRS-F-083;Silifke;24,0;0;0,3;3;40,5%;1198;1;0;34,01;13,36;4,55;Dü?ük
MRS-F-083-D0010;DIREK;MRS-F-083;Silifke;24,0;0;0,3;3;40,5%;1198;1;0;34,01;13,36;4,55;Dü?ük
MRS-F-083-D0057;DIREK;MRS-F-083;Silifke;24,0;0;0,3;3;40,5%;1198;1;0;34,01;13,36;4,55;Dü?ük
MRS-F-117-D0350;DIREK;MRS-F-117;Gulnar;25,0;0;0,4;3;39,6%;1086;1;0;35,39;12,84;4,55;Dü?ük
MRS-F-033-T008;DAGITIM_TRAFOSU;MRS-F-033;Yenisehir;9,0;0;0,32;1;46,1%;1929;1;0;27,10;16,77;4,54;Dü?ük
MRS-F-083-D0008;DIREK;MRS-F-083;Silifke;25,0;0;0,24;3;40,5%;1198;1;0;34,00;13,36;4,54;Dü?ük
MRS-F-085-D0127;DIREK;MRS-F-085;Silifke;24,0;1;0,75;3;35,2%;499;1;1154,1;43,18;10,53;4,54;Dü?ük
MRS-F-066-D0369;DIREK;MRS-F-066;Tarsus;29,0;0;0,76;14;52,6%;2783;0;0;42,27;10,75;4,54;Dü?ük
MRS-F-093-D0114;DIREK;MRS-F-093;Aydincik;42,0;2;0,78;2;41,2%;1721;0;4241,9;61,91;7,34;4,54;Dü?ük
MRS-F-041-D0064;DIREK;MRS-F-041;Mezitli;27,0;0;0,77;1;37,2%;762;1;0;40,09;11,33;4,54;Dü?ük
MRS-F-117-D0160;DIREK;MRS-F-117;Gulnar;9,0;1;0,39;3;39,6%;1086;1;4026,7;31,77;14,30;4,54;Dü?ük
MRS-F-118-D0078;DIREK;MRS-F-118;Gulnar;19,0;1;0,51;3;50,9%;2557;0;3287,2;41,72;10,89;4,54;Dü?ük
MRS-F-108-D0117;DIREK;MRS-F-108;Mut;23,0;1;0,57;48;53,2%;2859;0;4465,6;35,70;12,72;4,54;Dü?ük
MRS-F-044-D0371;DIREK;MRS-F-044;Mezitli;43,0;0;0,37;1;45,8%;2517;0;0;47,76;9,51;4,54;Dü?ük
MRS-F-044-D0127;DIREK;MRS-F-044;Mezitli;43,0;0;0,37;1;45,8%;2517;0;0;47,76;9,51;4,54;Dü?ük
MRS-F-087-D0011;DIREK;MRS-F-087;Silifke;21,0;0;0,41;3;44,7%;1166;1;0;34,37;13,22;4,54;Dü?ük
MRS-F-066-D0326;DIREK;MRS-F-066;Tarsus;32,0;0;0,58;14;52,6%;2783;0;0;42,25;10,75;4,54;Dü?ük
MRS-F-066-D0247;DIREK;MRS-F-066;Tarsus;34,0;0;0,46;14;52,6%;2783;0;0;42,24;10,75;4,54;Dü?ük
MRS-F-044-D0219;DIREK;MRS-F-044;Mezitli;22,0;1;0,39;1;45,8%;2517;0;3981;41,46;10,95;4,54;Dü?ük
MRS-F-085-D0114;DIREK;MRS-F-085;Silifke;24,0;1;0,62;3;35,2%;499;1;2023,4;41,88;10,84;4,54;Dü?ük
MRS-F-044-D0403;DIREK;MRS-F-044;Mezitli;9,0;2;0,4;1;45,8%;2517;0;5210,1;39,82;11,40;4,54;Dü?ük
MRS-F-063-D0206;DIREK;MRS-F-063;Tarsus;24,0;1;0,76;14;36,2%;630;1;835,6;41,19;11,02;4,54;Dü?ük
MRS-F-094-D0127;DIREK;MRS-F-094;Aydincik;36,0;0;0,84;2;35,0%;476;1;0;45,39;10,00;4,54;Dü?ük
MRS-F-105-D0231;DIREK;MRS-F-105;Anamur;31,0;0;0,77;2;51,2%;2604;0;0;45,77;9,92;4,54;Dü?ük
MRS-F-063-D0208;DIREK;MRS-F-063;Tarsus;35,0;0;0,82;14;36,2%;630;1;0;42,33;10,72;4,54;Dü?ük
MRS-F-090-D0145;DIREK;MRS-F-090;Silifke;29,0;0;0,91;3;38,4%;617;1;0;42,57;10,66;4,54;Dü?ük
MRS-F-090-D0316;DIREK;MRS-F-090;Silifke;30,0;0;0,85;3;38,4%;617;1;0;42,56;10,66;4,54;Dü?ük
MRS-F-089-D0228;DIREK;MRS-F-089;Silifke;10,0;0;0,62;3;48,4%;1486;1;0;30,84;14,71;4,54;Dü?ük
MRS-F-067-D0097;DIREK;MRS-F-067;Camliyayla;6,0;0;0,57;32;51,5%;2641;1;0;22,57;20,09;4,54;Dü?ük
MRS-F-110-D0059;DIREK;MRS-F-110;Mut;23,0;0;0,4;48;46,7%;2016;1;0;26,40;17,18;4,53;Dü?ük
MRS-F-091-D0138;DIREK;MRS-F-091;Silifke;27,0;1;0,59;3;52,2%;1819;0;9009,4;47,61;9,52;4,53;Dü?ük
MRS-F-044-D0269;DIREK;MRS-F-044;Mezitli;42,0;0;0,42;1;45,8%;2517;0;0;47,66;9,51;4,53;Dü?ük
MRS-F-110-D0067;DIREK;MRS-F-110;Mut;24,0;0;0,34;48;46,7%;2016;1;0;26,39;17,18;4,53;Dü?ük
MRS-F-044-D0150;DIREK;MRS-F-044;Mezitli;43,0;0;0,36;1;45,8%;2517;0;0;47,66;9,51;4,53;Dü?ük
MRS-F-100-D0276;DIREK;MRS-F-100;Anamur;25,0;1;0,92;2;47,0%;2053;0;5433,8;48,65;9,32;4,53;Dü?ük
MRS-F-066-D0202;DIREK;MRS-F-066;Tarsus;30,0;0;0,69;14;52,6%;2783;0;0;42,16;10,75;4,53;Dü?ük
MRS-F-083-D0001;DIREK;MRS-F-083;Silifke;23,0;0;0,35;3;40,5%;1198;1;0;33,91;13,36;4,53;Dü?ük
MRS-F-103-D0256;DIREK;MRS-F-103;Anamur;29,0;0;0,54;2;36,3%;854;1;0;38,54;11,76;4,53;Dü?ük
MRS-F-117-D0028;DIREK;MRS-F-117;Gulnar;25,0;0;0,39;3;39,6%;1086;1;0;35,29;12,84;4,53;Dü?ük
MRS-F-108-D0124;DIREK;MRS-F-108;Mut;43,0;0;0,49;48;53,2%;2859;0;0;40,81;11,11;4,53;Dü?ük
MRS-F-083-D0254;DIREK;MRS-F-083;Silifke;24,0;0;0,29;3;40,5%;1198;1;0;33,91;13,36;4,53;Dü?ük
MRS-F-063-D0252;DIREK;MRS-F-063;Tarsus;23,0;1;0,85;14;36,2%;630;1;564,7;41,49;10,92;4,53;Dü?ük
MRS-F-117-D0096;DIREK;MRS-F-117;Gulnar;26,0;0;0,33;3;39,6%;1086;1;0;35,29;12,84;4,53;Dü?ük
MRS-F-083-D0177;DIREK;MRS-F-083;Silifke;25,0;0;0,23;3;40,5%;1198;1;0;33,90;13,36;4,53;Dü?ük
MRS-F-087-D0041;DIREK;MRS-F-087;Silifke;19,0;0;0,52;3;44,7%;1166;1;0;34,28;13,22;4,53;Dü?ük
MRS-F-094-D0140;DIREK;MRS-F-094;Aydincik;34,0;0;0,95;2;35,0%;476;1;0;45,30;10,00;4,53;Dü?ük
MRS-F-094-D0111;DIREK;MRS-F-094;Aydincik;34,0;0;0,95;2;35,0%;476;1;0;45,30;10,00;4,53;Dü?ük
MRS-F-085-D0335;DIREK;MRS-F-085;Silifke;37,0;0;0,74;3;35,2%;499;1;0;44,82;10,11;4,53;Dü?ük
MRS-F-105-D0001;DIREK;MRS-F-105;Anamur;33,0;0;0,64;2;51,2%;2604;0;0;45,66;9,92;4,53;Dü?ük
MRS-F-114-D0078;DIREK;MRS-F-114;Mut;21,0;1;0,83;48;39,4%;1051;1;2118,6;33,67;13,45;4,53;Dü?ük
MRS-F-081-D0209;DIREK;MRS-F-081;Silifke;5,0;1;0,79;3;47,8%;2155;0;13678;35,42;12,78;4,53;Dü?ük
MRS-F-068-D0194;DIREK;MRS-F-068;Camliyayla;47,0;1;0,74;32;48,4%;2228;0;647,4;53,89;8,40;4,53;Dü?ük
MRS-F-073-D0344;DIREK;MRS-F-073;Erdemli;18,0;1;0,61;2;46,5%;1982;0;10913;41,24;10,97;4,53;Dü?ük
MRS-F-090-D0137;DIREK;MRS-F-090;Silifke;31,0;0;0,78;3;38,4%;617;1;0;42,46;10,66;4,52;Dü?ük
MRS-F-112-D0053;DIREK;MRS-F-112;Mut;15,0;0;0,27;48;48,5%;3001;1;0;20,78;21,77;4,52;Dü?ük
MRS-F-059-D0323;DIREK;MRS-F-059;Tarsus;39,0;2;0,29;14;47,2%;2077;0;2453,7;54,17;8,35;4,52;Dü?ük
MRS-F-118-D0076;DIREK;MRS-F-118;Gulnar;36,0;0;0,59;3;50,9%;2557;0;0;46,64;9,70;4,52;Dü?ük
MRS-F-063-D0186;DIREK;MRS-F-063;Tarsus;21,0;1;0,9;14;36,2%;630;1;1015,2;40,80;11,09;4,52;Dü?ük
MRS-F-073-D0180;DIREK;MRS-F-073;Erdemli;9,0;1;0,54;2;46,5%;1982;0;16098,9;35,19;12,85;4,52;Dü?ük
MRS-F-066-D0009;DIREK;MRS-F-066;Tarsus;30,0;0;0,68;14;52,6%;2783;0;0;42,06;10,75;4,52;Dü?ük
MRS-F-044-D0419;DIREK;MRS-F-044;Mezitli;31,0;1;0,26;1;45,8%;2517;0;1167,4;45,52;9,93;4,52;Dü?ük
MRS-F-106-D0126;DIREK;MRS-F-106;Anamur;5,0;0;0,87;2;43,8%;1627;1;0;29,43;15,36;4,52;Dü?ük
MRS-F-118-D0033;DIREK;MRS-F-118;Gulnar;40,0;0;0,35;3;50,9%;2557;0;0;46,62;9,70;4,52;Dü?ük
MRS-F-066-D0189;DIREK;MRS-F-066;Tarsus;32,0;0;0,56;14;52,6%;2783;0;0;42,05;10,75;4,52;Dü?ük
MRS-F-103-D0276;DIREK;MRS-F-103;Anamur;29,0;0;0,53;2;36,3%;854;1;0;38,44;11,76;4,52;Dü?ük
MRS-F-103-D0147;DIREK;MRS-F-103;Anamur;29,0;0;0,53;2;36,3%;854;1;0;38,44;11,76;4,52;Dü?ük
MRS-F-066-D0051;DIREK;MRS-F-066;Tarsus;33,0;0;0,5;14;52,6%;2783;0;0;42,05;10,75;4,52;Dü?ük
MRS-F-044-D0114;DIREK;MRS-F-044;Mezitli;15,0;1;0,31;1;45,8%;2517;0;7937,2;36,49;12,39;4,52;Dü?ük
MRS-F-108-D0425;DIREK;MRS-F-108;Mut;44,0;0;0,42;48;53,2%;2859;0;0;40,70;11,11;4,52;Dü?ük
MRS-F-094-D0125;DIREK;MRS-F-094;Aydincik;33,0;0;1;2;35,0%;476;1;0;45,20;10,00;4,52;Dü?ük
MRS-F-109-D0076;DIREK;MRS-F-109;Mut;25,0;1;0,84;48;49,6%;2390;0;7617;38,70;11,68;4,52;Dü?ük
MRS-F-063-D0326;DIREK;MRS-F-063;Tarsus;24,0;1;0,74;14;36,2%;630;1;857,8;40,99;11,03;4,52;Dü?ük
MRS-F-068-D0094;DIREK;MRS-F-068;Camliyayla;21,0;2;0,44;32;48,4%;2228;0;7579,6;41,42;10,91;4,52;Dü?ük
MRS-F-094-D0016;DIREK;MRS-F-094;Aydincik;36,0;0;0,82;2;35,0%;476;1;0;45,19;10,00;4,52;Dü?ük
MRS-F-105-D0140;DIREK;MRS-F-105;Anamur;32,0;0;0,69;2;51,2%;2604;0;0;45,56;9,92;4,52;Dü?ük
MRS-F-105-D0089;DIREK;MRS-F-105;Anamur;32,0;0;0,69;2;51,2%;2604;0;0;45,56;9,92;4,52;Dü?ük
MRS-F-105-D0213;DIREK;MRS-F-105;Anamur;33,0;0;0,63;2;51,2%;2604;0;0;45,56;9,92;4,52;Dü?ük
MRS-F-110-D0088;DIREK;MRS-F-110;Mut;22,0;0;0,45;48;46,7%;2016;1;0;26,30;17,18;4,52;Dü?ük
MRS-F-083-D0023;DIREK;MRS-F-083;Silifke;25,0;0;0,22;3;40,5%;1198;1;0;33,80;13,36;4,52;Dü?ük
MRS-F-063-D0382;DIREK;MRS-F-063;Tarsus;32,0;0;0,98;14;36,2%;630;1;0;42,15;10,72;4,52;Dü?ük
MRS-F-087-T005;DAGITIM_TRAFOSU;MRS-F-087;Silifke;7,0;1;0,57;3;44,7%;1166;1;581,8;33,64;13,43;4,52;Dü?ük
MRS-F-083-D0229;DIREK;MRS-F-083;Silifke;27,0;0;0,1;3;40,5%;1198;1;0;33,80;13,36;4,52;Dü?ük
MRS-F-095-D0162;DIREK;MRS-F-095;Bozyazi;11,0;0;0,54;2;40,9%;1673;1;0;28,99;15,58;4,52;Dü?ük
MRS-F-095-D0061;DIREK;MRS-F-095;Bozyazi;11,0;0;0,54;2;40,9%;1673;1;0;28,99;15,58;4,52;Dü?ük
MRS-F-063-D0100;DIREK;MRS-F-063;Tarsus;34,0;0;0,86;14;36,2%;630;1;0;42,14;10,72;4,52;Dü?ük
MRS-F-081-D0353;DIREK;MRS-F-081;Silifke;37,0;1;0,71;3;47,8%;2155;0;1627,1;53,67;8,41;4,52;Dü?ük
MRS-F-095-D0170;DIREK;MRS-F-095;Bozyazi;12,0;0;0,48;2;40,9%;1673;1;0;28,99;15,58;4,52;Dü?ük
MRS-F-073-D0350;DIREK;MRS-F-073;Erdemli;47,0;1;0,59;2;46,5%;1982;0;2004,6;58,31;7,74;4,52;Dü?ük
MRS-F-044-D0170;DIREK;MRS-F-044;Mezitli;23,0;1;0,4;1;45,8%;2517;0;3311,3;42,15;10,71;4,52;Dü?ük
MRS-F-063-D0197;DIREK;MRS-F-063;Tarsus;36,0;0;0,74;14;36,2%;630;1;0;42,13;10,72;4,52;Dü?ük
MRS-F-044-D0326;DIREK;MRS-F-044;Mezitli;41,0;0;0,46;1;45,8%;2517;0;0;47,47;9,51;4,52;Dü?ük
MRS-F-090-D0041;DIREK;MRS-F-090;Silifke;29,0;0;0,89;3;38,4%;617;1;0;42,37;10,66;4,52;Dü?ük
MRS-F-085-D0132;DIREK;MRS-F-085;Silifke;26,0;1;0,73;3;35,2%;499;1;317,7;44,17;10,22;4,52;Dü?ük
MRS-F-070-D0166;DIREK;MRS-F-070;Erdemli;14,0;0;0,53;2;40,0%;1512;1;0;30,45;14,83;4,51;Dü?ük
MRS-F-114-D0011;DIREK;MRS-F-114;Mut;35,0;0;0,79;48;39,4%;1051;1;0;35,60;12,68;4,51;Dü?ük
MRS-F-103-D0246;DIREK;MRS-F-103;Anamur;27,7;0;0,6;2;36,3%;854;1;0;38,38;11,76;4,51;Dü?ük
MRS-F-103-D0331;DIREK;MRS-F-103;Anamur;27,7;0;0,6;2;36,3%;854;1;0;38,38;11,76;4,51;Dü?ük
MRS-F-081-D0328;DIREK;MRS-F-081;Silifke;42,0;1;0,57;3;47,8%;2155;0;952,2;55,25;8,17;4,51;Dü?ük
MRS-F-066-D0145;DIREK;MRS-F-066;Tarsus;31,0;0;0,61;14;52,6%;2783;0;0;41,96;10,75;4,51;Dü?ük
MRS-F-108-D0409;DIREK;MRS-F-108;Mut;42,0;0;0,53;48;53,2%;2859;0;0;40,61;11,11;4,51;Dü?ük
MRS-F-108-D0146;DIREK;MRS-F-108;Mut;43,0;0;0,47;48;53,2%;2859;0;0;40,61;11,11;4,51;Dü?ük
MRS-F-089-D0285;DIREK;MRS-F-089;Silifke;5,0;0;0,9;3;48,4%;1486;1;0;30,66;14,71;4,51;Dü?ük
MRS-F-103-D0309;DIREK;MRS-F-103;Anamur;30,0;0;0,46;2;36,3%;854;1;0;38,33;11,76;4,51;Dü?ük
MRS-F-074-D0094;DIREK;MRS-F-074;Erdemli;16,0;0;0,75;2;40,4%;1181;1;0;33,93;13,29;4,51;Dü?ük
MRS-F-117-D0337;DIREK;MRS-F-117;Gulnar;24,0;0;0,43;3;39,6%;1086;1;0;35,10;12,84;4,51;Dü?ük
MRS-F-117-D0101;DIREK;MRS-F-117;Gulnar;24,0;0;0,43;3;39,6%;1086;1;0;35,10;12,84;4,51;Dü?ük
MRS-F-059-T012;DAGITIM_TRAFOSU;MRS-F-059;Tarsus;20,0;2;0,42;14;47,2%;2077;0;7573,3;44,16;10,21;4,51;Dü?ük
MRS-F-044-D0393;DIREK;MRS-F-044;Mezitli;39,0;0;0,57;1;45,8%;2517;0;0;47,38;9,51;4,51;Dü?ük
MRS-F-106-D0002;DIREK;MRS-F-106;Anamur;5,0;0;0,86;2;43,8%;1627;1;0;29,33;15,36;4,51;Dü?ük
MRS-F-066-D0370;DIREK;MRS-F-066;Tarsus;27,7;0;0,8;14;52,6%;2783;0;0;41,91;10,75;4,51;Dü?ük
MRS-F-044-D0399;DIREK;MRS-F-044;Mezitli;42,0;0;0,39;1;45,8%;2517;0;0;47,36;9,51;4,51;Dü?ük
MRS-F-044-D0085;DIREK;MRS-F-044;Mezitli;43,0;0;0,33;1;45,8%;2517;0;0;47,36;9,51;4,50;Dü?ük
MRS-F-083-D0081;DIREK;MRS-F-083;Silifke;25,0;0;0,21;3;40,5%;1198;1;0;33,70;13,36;4,50;Dü?ük
MRS-F-114-D0028;DIREK;MRS-F-114;Mut;32,0;0;0,96;48;39,4%;1051;1;0;35,52;12,68;4,50;Dü?ük
MRS-F-090-D0322;DIREK;MRS-F-090;Silifke;32,0;0;0,7;3;38,4%;617;1;0;42,25;10,66;4,50;Dü?ük
MRS-F-095-T003;DAGITIM_TRAFOSU;MRS-F-095;Bozyazi;9,0;0;0,65;2;40,9%;1673;1;0;28,90;15,58;4,50;Dü?ük
MRS-F-090-D0201;DIREK;MRS-F-090;Silifke;33,0;0;0,64;3;38,4%;617;1;0;42,25;10,66;4,50;Dü?ük
MRS-F-095-D0112;DIREK;MRS-F-095;Bozyazi;12,0;0;0,47;2;40,9%;1673;1;0;28,89;15,58;4,50;Dü?ük
MRS-F-105-D0161;DIREK;MRS-F-105;Anamur;30,0;0;0,79;2;51,2%;2604;0;0;45,37;9,92;4,50;Dü?ük
MRS-F-103-D0171;DIREK;MRS-F-103;Anamur;25,0;0;0,75;2;36,3%;854;1;0;38,26;11,76;4,50;Dü?ük
MRS-F-044-D0297;DIREK;MRS-F-044;Mezitli;18,0;1;0,49;1;45,8%;2517;0;4731;40,08;11,23;4,50;Dü?ük
MRS-F-108-D0091;DIREK;MRS-F-108;Mut;43,0;0;0,46;48;53,2%;2859;0;0;40,51;11,11;4,50;Dü?ük
