outage_id;event_id;feeder_id;asset_id;tm_id;ilce;bolge_tipi;kesinti_tipi;baslangic;bitis;sure_dk;ekip_varis_dk;etkilenen_abone;etkilenen_kritik_musteri;kayip_enerji_kWh;ariza_nedeni;onarim_aciklamasi;ihbar_kanali;sure_supheli;sure_dolduruldu;abone_dolduruldu;varlik_tipi;aciklama_tutarsiz
OMS-2023-007594;EVT-064978;MRS-F-091;MRS-F-091-D0235;TM-08;Silifke;kirsal;PLANSIZ;2023-06-26 14:50:00;2023-06-26 17:27:00;157;61,8;1301;0;3744,7;EKIPMAN_YASLANMA;eskimis iletken degisti;186_CAGRI;0;0;0;DIREK;0
OMS-2023-008776;EVT-075059;MRS-F-100;MRS-F-100-D0301;TM-11;Anamur;kirsal;PLANSIZ;2023-06-26 15:12:00;2023-06-26 21:04:00;352;119,6;298;0;1923,1;UCUNCU_SAHIS;kazi calismasi kablo hasari;186_CAGRI;0;0;0;DIREK;0
OMS-2023-006062;EVT-051813;MRS-F-081;MRS-F-081-D0208;TM-08;Silifke;kirsal;PLANSIZ;2023-06-26 15:40:00;2023-06-26 21:08:42;328,7;119,9;1378;0;8304,1;HAVA_KOSULLARI;firtina nedeniyle iletken kopmasi;SCADA;0;0;0;DIREK;0
OMS-2023-008523;EVT-072829;MRS-F-098;MRS-F-098-D0169;TM-10;Bozyazi;kirsal;PLANSIZ;2023-06-27 05:38:00;2023-06-27 12:37:24;419,4;105,4;754;0;5797,5;EKIPMAN_YASLANMA;eskimis iletken degisti;186_CAGRI;0;0;0;DIREK;0
OMS-2023-008778;EVT-075062;MRS-F-100;MRS-F-100-D0316;TM-11;Anamur;kirsal;PLANSIZ;2023-06-27 11:46:00;2023-06-27 14:59:12;193,2;48,7;355;0;1257,4;HAVA_KOSULLARI;yildirim dusmesi;SCADA;0;0;0;DIREK;0
OMS-2023-004055;EVT-034555;MRS-F-066;MRS-F-066-D0008;TM-05;Tarsus;kirsal;PLANSIZ;2023-06-27 15:40:00;2023-06-27 17:46:48;126,8;66,1;533;0;1239;AGAC_TEMASI;AGAC TEMASI;186_CAGRI;0;0;0;DIREK;0
OMS-2023-002913;EVT-024879;MRS-F-057;MRS-F-057-D0045;TM-05;Tarsus;kirsal;PLANSIZ;2023-06-27 16:34:00;2023-06-27 21:07:18;273,3;156,2;1267;0;6348,3;EKIPMAN_YASLANMA;direk curumesi;SCADA;0;0;1;DIREK;0
OMS-2023-004056;EVT-034556;MRS-F-066;MRS-F-066-D0346;TM-05;Tarsus;kirsal;PLANSIZ;2023-06-27 17:32:00;2023-06-27 18:59:00;87;33,6;925;0;1475,4;EKIPMAN_YASLANMA;eskimis iletken degisti;SCADA;0;0;0;DIREK;0
OMS-2023-011344;EVT-096665;MRS-F-117;MRS-F-117-D0187;TM-13;Gulnar;kirsal;PLANSIZ;2023-06-27 19:24:00;2023-06-27 23:26:48;242,8;84,3;446;0;1985,3;HAVA_KOSULLARI;FIRTINA;186_CAGRI;0;0;0;DIREK;0
OMS-2023-001543;EVT-012956;MRS-F-034;MRS-F-034-D0005;TM-03;Yenisehir;kentsel;PLANSIZ;2023-06-27 19:52:00;2023-06-27 21:16:30;84,5;35,1;1721;1;2666,1;AGAC_TEMASI;dal temas?;SCADA;0;0;0;DIREK;0
OMS-2023-005866;EVT-050241;MRS-F-080;MRS-F-080-T004;TM-08;Silifke;kirsal;PLANSIZ;2023-06-27 23:25:00;2023-06-28 02:45:06;200,1;7,2;309;0;1133,6;ASIRI_YUKLENME;ASIRI YUK;186_CAGRI;0;0;0;DAGITIM_TRAFOSU;0
OMS-2023-003201;EVT-027439;MRS-F-059;MRS-F-059-D0277;TM-05;Tarsus;kirsal;PLANSIZ;2023-06-28 05:37:00;2023-06-28 05:59:00;22;6,7;1687;0;680,4;AGAC_TEMASI;agac dali temasi;SCADA;0;0;0;DIREK;0
OMS-2023-001038;EVT-008595;MRS-F-024;MRS-F-024-D0019;TM-02;Toroslar;kirsal;PLANSIZ;2023-06-28 09:16:00;2023-06-28 10:58:12;102,2;71,5;393;0;736,4;EKIPMAN_YASLANMA;iletken kopmasi (eskime);SCADA;0;0;0;DIREK;0
OMS-2023-000596;EVT-005035;MRS-F-014;MRS-F-014-D0006;TM-01;Akdeniz;kentsel;PLANSIZ;2023-06-28 09:56:00;2023-06-28 12:21:12;145,2;20,2;5765;0;15346,4;HAVA_KOSULLARI;firtina;186_CAGRI;0;0;0;DIREK;0
OMS-2023-003566;EVT-030446;MRS-F-063;MRS-F-063-D0194;TM-05;Tarsus;kirsal;PLANSIZ;2023-06-29 12:45:00;2023-06-29 22:08:18;563,3;63,4;105;0;1084,4;EKIPMAN_YASLANMA;eskimis iletken degisti;SAHA_EKIBI;0;0;0;DIREK;0
OMS-2023-006677;EVT-056880;MRS-F-085;MRS-F-085-D0194;TM-08;Silifke;kirsal;PLANSIZ;2023-06-29 17:40:00;2023-06-29 19:34:18;114,3;63,8;213;0;446,3;HAYVAN;kus temasi;SCADA;0;0;0;DIREK;0
OMS-2023-006678;EVT-056881;MRS-F-085;MRS-F-085-D0238;TM-08;Silifke;kirsal;PLANSIZ;2023-06-30 07:01:00;2023-06-30 09:31:00;150;70,5;263;1;723,2;EKIPMAN_YASLANMA;iletken kopmasi (eskime);186_CAGRI;0;0;0;DIREK;0
OMS-2023-000181;EVT-001446;MRS-F-005;MRS-F-005-T021;TM-01;Akdeniz;kentsel;PLANSIZ;2023-06-30 12:30:00;2023-06-30 15:18:00;168;36,8;5136;1;15818,9;HAYVAN;hayvan kaynakli kisa devre;186_CAGRI;0;0;0;DAGITIM_TRAFOSU;0
OMS-2023-005180;EVT-044433;MRS-F-073;MRS-F-073-D0014;TM-07;Erdemli;kirsal;PLANSIZ;2023-06-30 13:59:00;2023-06-30 15:26:42;87,7;36,9;663;0;1066;EKIPMAN_YASLANMA;travers korozyonu;SCADA;0;0;0;DIREK;0
OMS-2023-003769;EVT-032162;MRS-F-064;MRS-F-064-D0195;TM-05;Tarsus;kirsal;PLANSIZ;2023-06-30 23:25:00;2023-07-01 01:23:30;118,5;51,2;661;0;1436;HAYVAN;hayvan temasi;SCADA;0;0;0;DIREK;0
OMS-2023-003567;EVT-030448;MRS-F-063;MRS-F-063-D0266;TM-05;Tarsus;kirsal;PLANSIZ;2023-07-01 00:26:00;2023-07-01 04:12:54;226,9;76;455;1;1892,7;HAVA_KOSULLARI;firtina;186_CAGRI;0;0;0;DIREK;0
OMS-2023-002729;EVT-023255;MRS-F-053;MRS-F-053-D0090;TM-05;Tarsus;kirsal;PLANSIZ;2023-07-01 04:52:00;2023-07-01 08:13:21;201,35;49,7;1215;0;4485,1;EKIPMAN_YASLANMA;travers korozyonu;186_CAGRI;0;1;0;DIREK;0
OMS-2023-003340;EVT-028705;MRS-F-061;MRS-F-061-D0003;TM-05;Tarsus;kentsel;PLANSIZ;2023-07-01 14:50:00;2023-07-01 18:28:54;218,9;38,7;4891;2;19628,4;UCUNCU_SAHIS;ARAC CARPMASI DIREK;186_CAGRI;0;0;0;DIREK;0
OMS-2023-005349;EVT-045865;MRS-F-074;MRS-F-074-D0049;TM-07;Erdemli;kirsal;PLANSIZ;2023-07-01 20:45:00;2023-07-01 22:12:48;87,8;30,2;635;1;1022,1;EKIPMAN_YASLANMA;iletken kopmasi (eskime);SCADA;0;0;0;DIREK;0
OMS-2023-003902;EVT-033223;MRS-F-065;MRS-F-065-D0032;TM-05;Tarsus;kirsal;PLANSIZ;2023-07-02 02:57:00;2023-07-02 05:37:24;160,4;29,9;230;0;676,4;HAYVAN;kus temasi;SCADA;0;0;0;DIREK;0
OMS-2023-004412;EVT-037879;MRS-F-068;MRS-F-068-T011;TM-06;Camliyayla;kirsal;PLANSIZ;2023-07-02 08:05:00;2023-07-02 10:09:12;124,2;60,6;1730;0;3939,2;ASIRI_YUKLENME;yuklenme kaynakli;SCADA;0;0;0;DAGITIM_TRAFOSU;0
OMS-2023-009488;EVT-081278;MRS-F-105;MRS-F-105-D0139;TM-11;Anamur;kirsal;PLANSIZ;2023-07-02 11:29:00;2023-07-02 12:51:48;82,8;21,7;645;0;979,1;EKIPMAN_YASLANMA;iletken kopmasi (eskime);SCADA;0;0;0;DIREK;0
OMS-2023-006489;EVT-055294;MRS-F-084;MRS-F-084-D0222;TM-08;Silifke;kirsal;PLANSIZ;2023-07-02 11:59:00;2023-07-02 15:52:18;233,3;156,1;251;0;1073,6;EKIPMAN_YASLANMA;travers korozyonu;SCADA;0;0;0;DIREK;0
OMS-2023-001100;EVT-009136;MRS-F-025;MRS-F-025-T010;TM-02;Toroslar;kentsel;PLANSIZ;2023-07-02 14:50:00;2023-07-02 17:01:12;131,2;36,7;4373;1;10518,5;EKIPMAN_YASLANMA;iletken kopmasi (eskime);186_CAGRI;0;0;0;DAGITIM_TRAFOSU;1
OMS-2023-009249;EVT-079184;MRS-F-103;MRS-F-103-D0087;TM-11;Anamur;kirsal;PLANSIZ;2023-07-02 17:57:00;2023-07-02 21:17:30;200,5;83,4;543;1;1996;IZOLATOR_ARIZASI;IZOLATOR ARIZASI;SCADA;0;0;0;DIREK;0
OMS-2023-010730;EVT-091568;MRS-F-114;MRS-F-114-D0037;TM-12;Mut;kirsal;PLANSIZ;2023-07-02 18:22:00;2023-07-03 01:16:30;414,5;75,5;949;1;7211,6;HAVA_KOSULLARI;FIRTINA;SCADA;0;0;0;DIREK;0
OMS-2023-009951;EVT-085013;MRS-F-108;MRS-F-108-D0392;TM-12;Mut;kirsal;PLANSIZ;2023-07-02 19:33:00;2023-07-03 00:03:42;270,7;96,4;793;0;3935,5;DIGER;neden tespit edilemedi;SCADA;0;0;0;DIREK;0
OMS-2023-004970;EVT-042626;MRS-F-072;MRS-F-072-D0200;TM-07;Erdemli;kirsal;PLANSIZ;2023-07-03 04:11:00;2023-07-03 07:44:48;213,8;118,9;1539;1;6032,4;EKIPMAN_YASLANMA;direk curumesi;186_CAGRI;0;0;1;DIREK;0
OMS-2023-001338;EVT-011229;MRS-F-031;MRS-F-031-T016;TM-03;Yenisehir;kentsel;PLANSIZ;2023-07-03 05:10:00;2023-07-03 06:44:42;94,7;13;3667;2;6366,5;ASIRI_YUKLENME;trafo asiri yuklenme;186_CAGRI;0;0;0;DAGITIM_TRAFOSU;0
OMS-2023-003770;EVT-032164;MRS-F-064;MRS-F-064-D0207;TM-05;Tarsus;kirsal;PLANSIZ;2023-07-03 11:02:00;2023-07-03 12:44:36;102,6;65,2;1467;0;2759,4;HAVA_KOSULLARI;kar yuku;SCADA;0;0;0;DIREK;0
OMS-2023-004810;EVT-041378;MRS-F-071;MRS-F-071-T028;TM-07;Erdemli;kentsel;PLANSIZ;2023-07-03 16:25:00;2023-07-03 18:50:18;145,3;55,6;1900;0;5061,3;UCUNCU_SAHIS;ARAC CARPMASI DIREK;SCADA;0;0;0;DAGITIM_TRAFOSU;1
OMS-2023-001039;EVT-008597;MRS-F-024;MRS-F-024-D0158;TM-02;Toroslar;kirsal;PLANSIZ;2023-07-03 18:38:00;2023-07-03 22:53:06;255,1;116,5;910;0;4255,9;AGAC_TEMASI;AGAC TEMASI;SCADA;0;0;0;DIREK;0
OMS-2023-005749;EVT-049270;MRS-F-078;MRS-F-078-D0002;TM-07;Erdemli;kentsel;PLANSIZ;2023-07-03 20:18:00;2023-07-03 21:19:54;61,9;19,7;3484;2;3953,8;AGAC_TEMASI;dal temas?;186_CAGRI;0;0;0;DIREK;0
OMS-2023-000467;EVT-003996;MRS-F-011;MRS-F-011-D0003;TM-01;Akdeniz;kentsel;PLANSIZ;2023-07-03 20:50:00;2023-07-03 23:02:48;132,8;20,2;3858;0;9392,9;UCUNCU_SAHIS;kazi calismasi kablo hasari;186_CAGRI;0;0;0;DIREK;0
OMS-2023-010212;EVT-087170;MRS-F-110;MRS-F-110-T010;TM-12;Mut;kirsal;PLANSIZ;2023-07-04 03:26:00;2023-07-04 12:08:12;522,2;42,3;1046;1;10014,1;ASIRI_YUKLENME;yuklenme kaynakli;186_CAGRI;0;0;0;DAGITIM_TRAFOSU;0
OMS-2023-003771;EVT-032165;MRS-F-064;MRS-F-064-D0309;TM-05;Tarsus;kirsal;PLANSIZ;2023-07-04 05:55:00;2023-07-04 06:34:36;39,6;25,2;2847;1;2066,9;HAYVAN;kus temasi;SCADA;0;0;0;DIREK;0
OMS-2023-011345;EVT-096669;MRS-F-117;MRS-F-117-D0038;TM-13;Gulnar;kirsal;PLANSIZ;2023-07-04 06:13:00;2023-07-04 10:42:42;269,7;93,7;1051;1;5196,7;HAYVAN;hayvan kaynakli kisa devre;SAHA_EKIBI;0;0;0;DIREK;0
OMS-2023-000415;EVT-003435;MRS-F-010;MRS-F-010-D0240;TM-01;Akdeniz;kirsal;PLANSIZ;2023-07-04 06:17:00;2023-07-04 08:45:12;148,2;38,6;341;0;926,5;HAYVAN;kus temasi;SCADA;0;0;0;DIREK;0
OMS-2023-000883;EVT-007311;MRS-F-021;MRS-F-021-T007;TM-02;Toroslar;kentsel;PLANSIZ;2023-07-04 12:00:00;2023-07-04 14:33:48;153,8;38,3;6231;3;17569,3;KABLO_ARIZASI;kablo basligi patlamasi;186_CAGRI;0;0;0;DAGITIM_TRAFOSU;0
OMS-2023-000182;EVT-001447;MRS-F-005;MRS-F-005-T025;TM-01;Akdeniz;kentsel;PLANSIZ;2023-07-05 10:48:00;2023-07-05 11:22:00;34;11,1;4190;1;2611,8;UCUNCU_SAHIS;kazi hasari;SCADA;0;0;0;DAGITIM_TRAFOSU;0
OMS-2023-000692;EVT-005796;MRS-F-016;MRS-F-016-T009;TM-02;Toroslar;kentsel;PLANSIZ;2023-07-05 15:01:00;2023-07-05 16:46:36;105,6;46,3;1545;1;2991,1;UCUNCU_SAHIS;ARAC CARPMASI DIREK;186_CAGRI;0;0;0;DAGITIM_TRAFOSU;1
OMS-2023-002661;EVT-022589;MRS-F-052;MRS-F-052-T026;TM-05;Tarsus;kentsel;PLANSIZ;2023-07-05 19:59:00;2023-07-05 21:51:48;112,8;9,7;1530;0;3164;KABLO_ARIZASI;yeralti kablo arizasi;SAHA_EKIBI;0;0;0;DAGITIM_TRAFOSU;0
OMS-2023-007362;EVT-062946;MRS-F-090;MRS-F-090-D0020;TM-08;Silifke;kirsal;PLANSIZ;2023-07-05 22:24:00;2023-07-06 03:00:06;276,1;74,7;486;1;2460,1;AGAC_TEMASI;dal temas?;186_CAGRI;0;0;0;DIREK;0
OMS-2023-011550;EVT-098509;MRS-F-119;MRS-F-119-D0127;TM-13;Gulnar;kirsal;PLANSIZ;2023-07-05 23:36:00;2023-07-06 03:18:24;222,4;26,6;358;0;1459,7;HAYVAN;KEDI TRAFOYA GIRDI;SCADA;0;0;0;DIREK;0
OMS-2023-003050;EVT-026089;MRS-F-058;MRS-F-058-T005;TM-05;Tarsus;kirsal;PLANSIZ;2023-07-06 03:46:00;2023-07-06 06:22:30;156,5;61,2;582;0;1669,9;ASIRI_YUKLENME;trafo asiri yuklenme;SCADA;0;0;0;DAGITIM_TRAFOSU;0
OMS-2023-005867;EVT-050245;MRS-F-080;MRS-F-080-D0120;TM-08;Silifke;kirsal;PLANSIZ;2023-07-06 07:12:00;2023-07-06 12:51:54;339,9;95,4;549;0;3421,1;HAVA_KOSULLARI;kar yuku;SCADA;0;0;0;DIREK;0
OMS-2023-011346;EVT-096671;MRS-F-117;MRS-F-117-D0024;TM-13;Gulnar;kirsal;PLANSIZ;2023-07-06 10:08:00;2023-07-06 15:17:30;309,5;79,3;508;0;2882,5;AGAC_TEMASI;agac dali kesildi;SCADA;0;0;0;DIREK;0
OMS-2023-010364;EVT-088571;MRS-F-111;MRS-F-111-D0025;TM-12;Mut;kirsal;PLANSIZ;2023-07-06 11:12:00;2023-07-06 15:19:12;247,2;122,2;1730;0;7840,4;HAVA_KOSULLARI;yildirim dusmesi;186_CAGRI;0;0;0;DIREK;0
OMS-2023-009094;EVT-077659;MRS-F-102;MRS-F-102-T014;TM-11;Anamur;kirsal;PLANSIZ;2023-07-06 11:35:00;2023-07-06 17:05:24;330,4;86,9;376;0;2277,6;ASIRI_YUKLENME;sigorta atmasi yuk;186_CAGRI;0;0;0;DAGITIM_TRAFOSU;0
OMS-2023-010637;EVT-090808;MRS-F-113;MRS-F-113-T006;TM-12;Mut;kirsal;PLANSIZ;2023-07-06 13:32:00;2023-07-06 17:31:48;239,8;111,3;1483;1;6519,8;ASIRI_YUKLENME;sigorta atmasi yuk;SAHA_EKIBI;0;0;0;DAGITIM_TRAFOSU;0
OMS-2023-004248;EVT-036371;MRS-F-067;MRS-F-067-T010;TM-06;Camliyayla;kirsal;PLANSIZ;2023-07-06 14:32:00;2023-07-06 16:14:24;102,4;22;690;0;1295,4;ASIRI_YUKLENME;sigorta atmasi yuk;SCADA;0;0;0;DAGITIM_TRAFOSU;0
OMS-2023-008222;EVT-070231;MRS-F-095;MRS-F-095-D0184;TM-10;Bozyazi;kirsal;PLANSIZ;2023-07-06 23:07:00;2023-07-07 01:37:18;150,3;28,3;235;0;647,5;UCUNCU_SAHIS;3.sahis hasari;186_CAGRI;0;0;0;DIREK;0
OMS-2023-001750;EVT-014647;MRS-F-039;MRS-F-039-T023;TM-03;Yenisehir;kentsel;PLANSIZ;2023-07-07 07:37:00;2023-07-07 08:37:54;60,9;40,7;3729;1;4163,4;EKIPMAN_YASLANMA;DIREK CURUMESI;186_CAGRI;0;0;0;DAGITIM_TRAFOSU;1
OMS-2023-004971;EVT-042628;MRS-F-072;MRS-F-072-D0025;TM-07;Erdemli;kirsal;PLANSIZ;2023-07-07 17:41:00;2023-07-07 20:33:06;172,1;10,4;1730;1;5458,4;AGAC_TEMASI;Agac budandi hat temizlendi;SCADA;0;0;0;DIREK;0
OMS-2023-001545;EVT-012961;MRS-F-034;MRS-F-034-D0008;TM-03;Yenisehir;kentsel;PLANSIZ;2023-07-08 04:28:00;2023-07-08 06:40:54;132,9;35,8;1731;1;4217,6;HAVA_KOSULLARI;kar yuku;SAHA_EKIBI;0;0;0;DIREK;0
OMS-2023-004597;EVT-039445;MRS-F-069;MRS-F-069-D0234;TM-06;Camliyayla;kirsal;PLANSIZ;2023-07-08 15:07:00;2023-07-08 18:13:06;186,1;79;1375;0;4691,3;EKIPMAN_YASLANMA;direk curumesi;186_CAGRI;0;0;0;DIREK;0
OMS-2023-006490;EVT-055298;MRS-F-084;MRS-F-084-D0014;TM-08;Silifke;kirsal;PLANSIZ;2023-07-08 15:44:00;2023-07-08 20:35:36;291,6;46,2;651;0;3480,2;DIGER;BILINMIYOR;SCADA;0;0;0;DIREK;0
OMS-2023-001544;EVT-012960;MRS-F-034;MRS-F-034-T021;TM-03;Yenisehir;kentsel;PLANSIZ;2023-07-08 18:55:00;2023-07-08 20:37:06;102,1;18,8;615;0;1151,2;EKIPMAN_YASLANMA;DIREK CURUMESI;SCADA;0;1;0;DAGITIM_TRAFOSU;1
OMS-2023-005868;EVT-050247;MRS-F-080;MRS-F-080-D0055;TM-08;Silifke;kirsal;PLANSIZ;2023-07-08 21:27:00;2023-07-09 00:29:12;182,2;77,6;584;0;1950,8;AGAC_TEMASI;agc. temasi;SCADA;0;0;0;DIREK;0
OMS-2023-011551;EVT-098511;MRS-F-119;MRS-F-119-D0134;TM-13;Gulnar;kirsal;PLANSIZ;2023-07-09 11:01:00;2023-07-09 15:37:48;276,8;66,3;194;0;984,5;HAVA_KOSULLARI;firtina;186_CAGRI;0;0;0;DIREK;0
OMS-2023-002353;EVT-019786;MRS-F-045;MRS-F-045-D0450;TM-04;Mezitli;kirsal;PLANSIZ;2023-07-09 17:59:00;2023-07-09 20:54:09;175,15;39,1;923;0;2963,8;AGAC_TEMASI;agac dali kesildi;SCADA;0;1;0;DIREK;0
OMS-2023-006063;EVT-051822;MRS-F-081;MRS-F-081-D0249;TM-08;Silifke;kirsal;PLANSIZ;2023-07-10 15:29:00;2023-07-10 19:02:00;213;66,6;1259;0;4916,4;IZOLATOR_ARIZASI;IZOLATOR ARIZASI;186_CAGRI;0;0;0;DIREK;0
OMS-2023-009250;EVT-079187;MRS-F-103;MRS-F-103-D0244;TM-11;Anamur;kirsal;PLANSIZ;2023-07-10 20:30:00;2023-07-11 00:01:00;211;91,4;282;0;1090,9;HAVA_KOSULLARI;firtina nedeniyle iletken kopmasi;SCADA;0;0;0;DIREK;0
OMS-2023-006491;EVT-055299;MRS-F-084;MRS-F-084-D0037;TM-08;Silifke;kirsal;PLANSIZ;2023-07-11 05:43:00;2023-07-11 07:04:30;81,5;54,7;387;0;578,2;HAYVAN;KEDI TRAFOYA GIRDI;186_CAGRI;0;0;0;DIREK;0
OMS-2023-011106;EVT-094736;MRS-F-116;MRS-F-116-D0190;TM-13;Gulnar;kirsal;PLANSIZ;2023-07-11 06:08:00;2023-07-11 10:21:18;253,3;61,4;755;1;3506,1;IZOLATOR_ARIZASI;IZOLATOR ARIZASI;SCADA;0;0;0;DIREK;0
OMS-2023-003202;EVT-027444;MRS-F-059;MRS-F-059-D0209;TM-05;Tarsus;kirsal;PLANSIZ;2023-07-11 12:17:00;2023-07-11 16:09:12;232,2;162;664;0;2826,6;AGAC_TEMASI;AGAC TEMASI;SAHA_EKIBI;0;0;0;DIREK;0
OMS-2023-007817;EVT-066833;MRS-F-092;MRS-F-092-D0212;TM-09;Aydincik;kirsal;PLANSIZ;2023-07-11 16:05:00;2023-07-11 23:12:36;427,6;61,4;2279;1;17865,8;HAVA_KOSULLARI;firtina;SCADA;0;0;0;DIREK;0
OMS-2023-002354;EVT-019788;MRS-F-045;MRS-F-045-D0371;TM-04;Mezitli;kirsal;PLANSIZ;2023-07-11 17:31:00;2023-07-11 19:23:24;112,4;21,4;774;0;1595;HAYVAN;hayvan kaynakli kisa devre;SCADA;0;0;0;DIREK;0
OMS-2023-006312;EVT-053841;MRS-F-083;MRS-F-083-D0157;TM-08;Silifke;kirsal;PLANSIZ;2023-07-12 11:23:00;2023-07-12 12:43:36;80,6;32,7;606;1;895,5;HAVA_KOSULLARI;firtina;SCADA;0;0;0;DIREK;0
OMS-2023-004727;EVT-040758;MRS-F-070;MRS-F-070-D0186;TM-07;Erdemli;kirsal;PLANSIZ;2023-07-12 14:00:00;2023-07-12 16:07:36;127,6;18,8;1420;1;3321,9;EKIPMAN_YASLANMA;iletken kopmasi (eskime);SCADA;0;0;0;DIREK;0
OMS-2023-001546;EVT-012962;MRS-F-034;MRS-F-034-T011;TM-03;Yenisehir;kentsel;PLANSIZ;2023-07-12 14:50:00;2023-07-12 17:13:18;143,3;45,6;2677;2;7032,9;KABLO_ARIZASI;kablo basligi patlamasi;SCADA;0;0;0;DAGITIM_TRAFOSU;0
OMS-2023-006492;EVT-055301;MRS-F-084;MRS-F-084-D0166;TM-08;Silifke;kirsal;PLANSIZ;2023-07-12 21:50:00;2023-07-13 02:46:18;296,3;79;989;0;5372,4;HAVA_KOSULLARI;firtina;SCADA;0;0;0;DIREK;0
OMS-2023-000693;EVT-005797;MRS-F-016;MRS-F-016-D0001;TM-02;Toroslar;kentsel;PLANSIZ;2023-07-13 08:07:00;2023-07-13 11:25:48;198,8;10,4;1759;1;6411;HAVA_KOSULLARI;kar yuku;SCADA;0;0;0;DIREK;0
OMS-2023-900018;EVT-049274;MRS-F-078;MRS-F-078-T028;TM-07;Erdemli;kentsel;PLANSIZ;2023-07-13 11:34:00;2023-07-13 17:14:36;340,6;11,7;2697;1;16841;KABLO_ARIZASI;yeralti kablo arizasi;186_CAGRI;0;0;0;DAGITIM_TRAFOSU;0
OMS-2023-000635;EVT-005375;MRS-F-015;MRS-F-015-D0002;TM-02;Toroslar;kentsel;PLANSIZ;2023-07-13 15:46:00;2023-07-13 19:13:42;207,7;68,8;2968;0;11301,6;AGAC_TEMASI;agac dali kesildi;SCADA;0;0;0;DIREK;0
OMS-2023-006064;EVT-051829;MRS-F-081;MRS-F-081-D0328;TM-08;Silifke;kirsal;PLANSIZ;2023-07-13 16:35:00;2023-07-13 18:55:00;140;9,1;371;0;952,2;HAYVAN;kus temasi;SCADA;0;0;0;DIREK;0
OMS-2023-001400;EVT-011614;MRS-F-032;MRS-F-032-D0006;TM-03;Yenisehir;kentsel;PLANSIZ;2023-07-13 22:47:00;2023-07-13 23:44:54;57,9;34,2;3610;2;3832;IZOLATOR_ARIZASI;izolator kirik;186_CAGRI;0;0;0;DIREK;0
OMS-2023-006679;EVT-056890;MRS-F-085;MRS-F-085-D0278;TM-08;Silifke;kirsal;PLANSIZ;2023-07-14 08:27:00;2023-07-14 11:14:12;167,2;117;317;1;971,7;AGAC_TEMASI;Agac budandi hat temizlendi;SCADA;0;0;0;DIREK;0
OMS-2023-000183;EVT-001448;MRS-F-005;MRS-F-005-T038;TM-01;Akdeniz;kentsel;PLANSIZ;2023-07-14 10:12:00;2023-07-14 11:19:06;67,1;46,9;3580;1;4404;ASIRI_YUKLENME;sigorta atmasi yuk;SCADA;0;0;0;DAGITIM_TRAFOSU;0
OMS-2023-006990;EVT-059603;MRS-F-088;MRS-F-088-D0292;TM-08;Silifke;kirsal;PLANSIZ;2023-07-14 10:57:00;2023-07-14 12:31:42;94,7;57,7;1756;1;3048,7;AGAC_TEMASI;agc. temasi;186_CAGRI;0;0;0;DIREK;0
OMS-2023-004811;EVT-041380;MRS-F-071;MRS-F-071-D0002;TM-07;Erdemli;kentsel;PLANSIZ;2023-07-14 12:06:00;2023-07-14 13:57:48;111,8;38,3;555;0;1137,6;EKIPMAN_YASLANMA;DIREK CURUMESI;SCADA;0;0;0;DIREK;0
OMS-2023-000337;EVT-002802;MRS-F-009;MRS-F-009-T043;TM-01;Akdeniz;kentsel;PLANSIZ;2023-07-14 12:14:00;2023-07-14 14:54:18;160,3;8,2;1564;1;4596,3;DIGER;;SCADA;0;0;0;DAGITIM_TRAFOSU;0
OMS-2023-007953;EVT-068120;MRS-F-093;MRS-F-093-D0129;TM-09;Aydincik;kirsal;PLANSIZ;2023-07-14 16:18:00;2023-07-14 20:48:48;270,8;62;183;0;908,5;EKIPMAN_YASLANMA;iletken kopmasi (eskime);SCADA;0;0;0;DIREK;0
OMS-2023-900009;EVT-040761;MRS-F-070;MRS-F-070-D0054;TM-07;Erdemli;kirsal;PLANSIZ;2023-07-14 16:24:00;2023-07-14 22:07:48;343,8;198,5;1476;1;9303,2;HAVA_KOSULLARI;FIRTINA;186_CAGRI;0;0;0;DIREK;0
OMS-2023-006065;EVT-051832;MRS-F-081;MRS-F-081-D0073;TM-08;Silifke;kirsal;PLANSIZ;2023-07-14 18:14:00;2023-07-14 21:45:36;211,6;26,2;335;0;1299,6;EKIPMAN_YASLANMA;iletken kopmasi (eskime);SCADA;0;0;0;DIREK;0
OMS-2023-003772;EVT-032171;MRS-F-064;MRS-F-064-D0056;TM-05;Tarsus;kirsal;PLANSIZ;2023-07-14 22:36:00;2023-07-15 01:18:42;162,7;81,2;1561;1;4656,2;IZOLATOR_ARIZASI;izo. delinme;SCADA;0;0;0;DIREK;0
OMS-2023-008070;EVT-069018;MRS-F-094;MRS-F-094-D0045;TM-09;Aydincik;kirsal;PLANSIZ;2023-07-15 06:26:00;2023-07-15 08:29:54;123,9;58,4;346;1;785,9;HAYVAN;hayvan temasi;SCADA;0;0;0;DIREK;0
OMS-2023-001040;EVT-008603;MRS-F-024;MRS-F-024-D0102;TM-02;Toroslar;kirsal;PLANSIZ;2023-07-15 07:15:00;2023-07-15 11:35:30;260,5;49;1712;1;8176,2;UCUNCU_SAHIS;kazi hasari;186_CAGRI;0;0;0;DIREK;0
